Player,Nation,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Position 1,Position 2
Adri Embarba,ESP,Almería,es La Liga,31 years,27.5,55.0,37,29,15,11,26.0,53,49.1,27,37,1,36,15,70,12,0,Forward,Midfielder
Breel Embolo,SUI,Monaco,fr Ligue 1,26 years,2.0,3.0,3,0,2,1,1.0,4,25.0,3,1,0,1,1,4,2,0,Forward,
Emanuel Emegha,NED,Strasbourg,fr Ligue 1,20 years,23.1,8.0,5,2,4,2,4.0,9,44.4,5,13,3,10,2,10,25,0,Forward,
Emerson,BRA,Tottenham,eng Premier League,24 years,12.9,36.0,24,23,10,3,21.0,43,48.8,22,23,10,13,20,56,50,1,Defender,
Youssef En-Nesyri,MAR,Sevilla,es La Liga,26 years,28.6,10.0,7,3,4,3,0.0,10,0.0,10,9,1,8,7,17,29,1,Forward,
Julio Enciso,PAR,Brighton,eng Premier League,19 years,5.3,6.0,2,3,2,1,2.0,7,28.6,5,11,0,11,0,6,3,0,Midfielder,Forward
Wataru Endo,JPN,Liverpool,eng Premier League,30 years,19.1,48.0,28,11,31,6,20.0,61,32.8,41,24,2,22,20,68,31,3,Midfielder,
Arne Engels,BEL,Augsburg,de Bundesliga,19 years,15.6,33.0,18,15,14,4,12.0,29,41.4,17,23,1,22,15,48,21,0,Midfielder,Defender
Christian Eriksen,DEN,Manchester Utd,eng Premier League,31 years,12.7,18.0,13,5,10,3,12.0,33,36.4,21,17,6,11,4,22,13,0,Midfielder,
Martin Erlic,CRO,Sassuolo,it Serie A,25 years,29.1,37.0,22,26,8,3,20.0,30,66.7,10,31,16,15,28,65,128,1,Defender,
Gonzalo Escalante,ARG,Cádiz,es La Liga,30 years,18.9,39.0,24,16,14,9,20.0,55,36.4,35,23,5,18,26,65,33,2,Midfielder,
Aarón Escandell,ESP,Las Palmas,es La Liga,27 years,1.7,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,1,1,Goalkeeper,
Alfonso Espino,URU,Rayo Vallecano,es La Liga,31 years,27.9,67.0,45,43,22,2,30.0,82,36.6,52,26,4,22,40,107,63,0,Defender,
Bernardo Espinosa,COL,Girona,es La Liga,34 years,0.0,1.0,1,1,0,0,1.0,1,100.0,0,0,0,0,0,1,2,0,Defender,
Maxime Estève,FRA,Burnley,eng Premier League,21 years,14.5,27.0,10,15,12,0,18.0,32,56.3,14,21,10,11,27,54,56,0,Defender,
Maxime Estève,FRA,Montpellier,fr Ligue 1,21 years,11.1,16.0,12,11,5,0,10.0,15,66.7,5,13,9,4,18,34,50,0,Defender,
Oscar Estupiñan,COL,Metz,fr Ligue 1,26 years,2.9,5.0,4,0,3,2,1.0,2,50.0,1,2,0,2,0,5,0,0,Forward,
Pervis Estupiñán,ECU,Brighton,eng Premier League,25 years,13.8,26.0,13,12,11,3,14.0,30,46.7,16,14,4,10,21,47,20,0,Defender,
Karl Etta,CMR,Cádiz,es La Liga,19 years,0.2,1.0,1,0,1,0,0.0,0,,0,0,0,0,0,1,0,0,Forward,
Jonny Evans,NIR,Manchester Utd,eng Premier League,35 years,15.5,22.0,14,20,2,0,12.0,21,57.1,9,25,18,7,23,45,76,0,Defender,
Eberechi Eze,ENG,Crystal Palace,eng Premier League,25 years,22.8,35.0,17,4,18,13,15.0,31,48.4,16,27,2,25,11,46,6,0,Midfielder,Forward
Abde Ezzalzouli,MAR,Barcelona,es La Liga,21 years,0.8,1.0,1,0,0,1,0.0,1,0.0,1,1,0,1,0,1,0,0,Forward,Midfielder
Abde Ezzalzouli,MAR,Betis,es La Liga,21 years,9.6,17.0,14,7,5,5,4.0,14,28.6,10,10,0,10,5,22,5,0,Forward,
Giovanni Fabbian,ITA,Bologna,it Serie A,20 years,11.7,17.0,10,9,7,1,7.0,12,58.3,5,5,2,3,7,24,11,0,Midfielder,Forward
Łukasz Fabiański,POL,West Ham,eng Premier League,38 years,8.0,1.0,0,1,0,0,1.0,2,50.0,1,0,0,0,1,2,4,0,Goalkeeper,
Nicolò Fagioli,ITA,Juventus,it Serie A,22 years,4.9,5.0,3,1,3,1,3.0,7,42.9,4,3,0,3,4,9,1,0,Midfielder,
Romain Faivre,FRA,Bournemouth,eng Premier League,25 years,0.5,1.0,1,0,1,0,0.0,3,0.0,3,0,0,0,0,1,0,0,Midfielder,Forward
Romain Faivre,FRA,Lorient,fr Ligue 1,25 years,16.1,13.0,6,5,4,4,6.0,15,40.0,9,6,1,5,7,20,3,1,Midfielder,Forward
Ilhan Fakili,FRA,Clermont Foot,fr Ligue 1,17 years,1.0,0.0,0,0,0,0,0.0,1,0.0,1,1,0,1,1,1,0,0,Midfielder,Forward
Radamel Falcao,COL,Rayo Vallecano,es La Liga,37 years,4.5,7.0,5,1,5,1,1.0,3,33.3,2,2,0,2,3,10,4,0,Forward,Defender
Wladimiro Falcone,ITA,Lecce,it Serie A,28 years,38.0,0.0,0,0,0,0,0.0,0,,0,1,0,1,1,1,21,2,Goalkeeper,
Fali,ESP,Cádiz,es La Liga,29 years,28.3,41.0,26,29,11,1,21.0,36,58.3,15,38,24,14,27,68,120,0,Defender,
Davide Faraoni,ITA,Hellas Verona,it Serie A,31 years,6.7,13.0,10,5,6,2,7.0,10,70.0,3,9,5,4,6,19,21,0,Defender,
Davide Faraoni,ITA,Fiorentina,it Serie A,31 years,4.4,9.0,4,5,2,2,5.0,11,45.5,6,3,1,2,5,14,14,0,Defender,
Ansu Fati,ESP,Brighton,eng Premier League,20 years,5.8,5.0,3,1,2,2,1.0,11,9.1,10,8,0,8,3,8,3,0,Midfielder,Forward
Ansu Fati,ESP,Barcelona,es La Liga,20 years,0.6,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,0,0,Midfielder,Forward
Khalil Fayad,FRA,Montpellier,fr Ligue 1,19 years,11.4,28.0,15,17,7,4,9.0,22,40.9,13,15,3,12,14,42,6,0,Forward,Midfielder
Federico Fazio,ARG,Salernitana,it Serie A,36 years,15.1,18.0,11,14,4,0,8.0,14,57.1,6,22,19,3,17,35,99,1,Defender,
Jacopo Fazzini,ITA,Empoli,it Serie A,20 years,13.7,49.0,25,27,13,9,30.0,53,56.6,23,21,3,18,12,61,18,0,Midfielder,
Nabil Fekir,FRA,Betis,es La Liga,30 years,11.7,15.0,10,5,7,3,5.0,10,50.0,5,9,0,9,7,22,3,0,Midfielder,Forward
Felipe,BRA,Nottingham Forest,eng Premier League,34 years,4.2,12.0,9,9,3,0,9.0,12,75.0,3,4,1,3,4,16,12,0,Defender,
Luiz Felipe,ITA,Betis,es La Liga,26 years,4.0,7.0,3,5,2,0,4.0,5,80.0,1,10,4,6,4,11,16,0,Defender,
João Félix,POR,Barcelona,es La Liga,23 years,17.1,22.0,16,9,7,6,8.0,22,36.4,14,14,1,13,10,32,11,0,Forward,
Ohis Felix Uduokhai,GER,Augsburg,de Bundesliga,25 years,32.5,37.0,21,18,14,5,16.0,25,64.0,9,45,35,10,46,83,178,2,Defender,
Kiko Femenía,ESP,Villarreal,es La Liga,32 years,17.6,35.0,25,19,13,3,19.0,34,55.9,15,21,6,15,31,66,45,0,Defender,
Evan Ferguson,IRL,Brighton,eng Premier League,18 years,15.2,14.0,6,4,7,3,5.0,14,35.7,9,10,3,7,2,16,8,0,Forward,
Lewis Ferguson,SCO,Bologna,it Serie A,23 years,30.1,37.0,21,16,17,4,16.0,37,43.2,21,25,8,17,17,54,27,1,Midfielder,
Bruno Fernandes,POR,Manchester Utd,eng Premier League,28 years,34.6,68.0,38,27,25,16,30.0,88,34.1,58,49,6,43,27,95,50,2,Midfielder,Forward
Edimilson Fernandes,SUI,Mainz 05,de Bundesliga,27 years,14.3,25.0,16,15,9,1,16.0,24,66.7,8,14,6,8,22,47,52,0,Defender,
Aitor Fernández,ESP,Osasuna,es La Liga,32 years,6.1,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,5,1,Goalkeeper,
Álex Fernández,ESP,Cádiz,es La Liga,30 years,14.3,19.0,9,10,9,0,11.0,22,50.0,11,17,5,12,15,34,30,0,Midfielder,
Carlos Fernández,ESP,Real Sociedad,es La Liga,27 years,4.5,11.0,7,3,6,2,0.0,2,0.0,2,4,0,4,0,11,5,0,Forward,
Enzo Fernández,ARG,Chelsea,eng Premier League,22 years,24.5,50.0,22,22,18,10,27.0,65,41.5,38,36,13,23,17,67,28,0,Midfielder,
Raúl Fernández,ESP,Granada,es La Liga,35 years,3.1,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,1,2,Goalkeeper,
Valery Fernández,ESP,Girona,es La Liga,23 years,5.6,11.0,9,4,7,0,6.0,8,75.0,2,6,1,5,1,12,4,0,Midfielder,Forward
Fernando,ESP,Almería,es La Liga,33 years,4.0,0.0,0,0,0,0,0.0,0,,0,1,0,1,0,0,2,0,Goalkeeper,
Fernando,BRA,Sevilla,es La Liga,36 years,5.1,9.0,8,2,4,3,5.0,9,55.6,4,2,0,2,7,16,9,0,Midfielder,
Ichem Ferrah,FRA,Lille,fr Ligue 1,17 years,0.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Forward,
Andrea Ferraris,ITA,Monza,it Serie A,20 years,0.1,1.0,1,1,0,0,0.0,0,,0,0,0,0,0,1,0,0,Midfielder,
André Ferreira,POR,Granada,es La Liga,27 years,14.9,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,9,2,Goalkeeper,
João Ferreira,POR,Udinese,it Serie A,22 years,20.2,58.0,42,36,18,4,34.0,58,58.6,24,27,6,21,29,87,89,0,Defender,
Jordan Ferri,FRA,Montpellier,fr Ligue 1,31 years,22.6,36.0,22,16,17,3,20.0,67,29.9,47,19,1,18,13,49,23,0,Midfielder,
Nacho Ferri,ESP,Eintracht Frankfurt,de Bundesliga,18 years,0.8,3.0,3,1,2,0,2.0,3,66.7,1,0,0,0,0,3,2,0,Forward,Midfielder
Rachad Fettal,MAR,Almería,es La Liga,18 years,0.2,1.0,1,1,0,0,0.0,0,,0,0,0,0,0,1,0,0,Forward,
Seydou Fini,ITA,Genoa,it Serie A,17 years,0.4,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Defender,Forward
Max Finkgräfe,GER,Köln,de Bundesliga,19 years,19.5,65.0,39,40,25,0,39.0,74,52.7,35,35,10,25,22,87,39,0,Defender,Forward
Vincenzo Fiorillo,ITA,Salernitana,it Serie A,33 years,4.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,1,Goalkeeper,
Kilian Fischer,GER,Wolfsburg,de Bundesliga,22 years,3.2,8.0,6,4,3,1,2.0,5,40.0,3,8,1,7,1,9,12,0,Defender,Midfielder
John Fleck,SCO,Sheffield Utd,eng Premier League,31 years,1.0,1.0,0,0,1,0,0.0,1,0.0,1,0,0,0,0,1,1,0,Midfielder,Defender
Mark Flekken,NED,Brentford,eng Premier League,30 years,36.5,1.0,1,1,0,0,1.0,5,20.0,4,1,0,1,0,1,17,1,Goalkeeper,
Alessandro Florenzi,ITA,Milan,it Serie A,32 years,19.2,43.0,21,26,12,5,26.0,48,54.2,22,16,9,7,20,63,25,1,Defender,
Phil Foden,ENG,Manchester City,eng Premier League,23 years,31.7,31.0,20,11,10,10,13.0,31,41.9,18,30,0,30,13,44,18,1,Forward,Midfielder
Wes Foderingham,ENG,Sheffield Utd,eng Premier League,32 years,29.4,5.0,3,5,0,0,5.0,6,83.3,1,0,0,0,0,5,18,6,Goalkeeper,
Malick Fofana,BEL,Lyon,fr Ligue 1,18 years,6.2,5.0,4,3,1,1,4.0,9,44.4,5,3,0,3,5,10,9,0,Forward,
Youssouf Fofana,FRA,Monaco,fr Ligue 1,24 years,30.0,61.0,39,19,36,6,30.0,66,45.5,36,35,7,28,37,98,31,1,Midfielder,
Jonas Föhrenbach,GER,Heidenheim,de Bundesliga,27 years,31.0,44.0,24,24,14,6,19.0,36,52.8,17,34,19,15,31,75,70,0,Defender,
Thomas Foket,BEL,Reims,fr Ligue 1,28 years,20.4,32.0,17,21,8,3,20.0,45,44.4,25,34,12,22,25,57,36,0,Defender,
Michael Folorunsho,ITA,Hellas Verona,it Serie A,25 years,30.9,50.0,28,21,22,7,23.0,57,40.4,34,45,12,33,17,67,44,2,Midfielder,Forward
Tiago Fonseca Morais,POR,Lille,fr Ligue 1,19 years,0.5,1.0,1,0,1,0,0.0,0,,0,0,0,0,1,2,0,0,Forward,
Pablo Fornals,ESP,West Ham,eng Premier League,27 years,4.7,10.0,6,4,3,3,5.0,16,31.3,11,8,1,7,6,16,7,0,Midfielder,Forward
Pablo Fornals,ESP,Betis,es La Liga,27 years,12.8,24.0,16,8,11,5,12.0,22,54.5,10,14,0,14,22,46,10,2,Forward,Midfielder
Emil Forsberg,SWE,RB Leipzig,de Bundesliga,31 years,5.2,7.0,3,2,5,0,5.0,12,41.7,7,7,0,7,0,7,5,0,Midfielder,Forward
Omari Forson,ENG,Manchester Utd,eng Premier League,19 years,0.8,2.0,0,0,2,0,1.0,1,100.0,0,0,0,0,0,2,0,0,Forward,
Philipp Förster,GER,Bochum,de Bundesliga,28 years,4.3,9.0,5,3,4,2,2.0,6,33.3,4,3,0,3,7,16,3,0,Midfielder,Forward
Héctor Fort,ESP,Barcelona,es La Liga,16 years,3.5,6.0,5,5,1,0,4.0,10,40.0,6,0,0,0,2,8,4,0,Defender,
Lyle Foster,RSA,Burnley,eng Premier League,22 years,21.1,19.0,10,5,6,8,6.0,17,35.3,11,13,3,10,3,22,34,0,Forward,Midfielder
Dimitri Foulquier,FRA,Valencia,es La Liga,30 years,20.5,39.0,22,22,13,4,18.0,26,69.2,8,10,1,9,16,55,49,1,Defender,Midfielder
Juan Foyth,ARG,Villarreal,es La Liga,25 years,11.8,26.0,15,18,8,0,12.0,27,44.4,15,17,4,13,12,38,44,0,Defender,
Matheus França,BRA,Crystal Palace,eng Premier League,19 years,2.6,3.0,3,2,1,0,1.0,7,14.3,6,4,0,4,1,4,1,0,Midfielder,Forward
Bartol Franjić,CRO,Darmstadt 98,de Bundesliga,23 years,13.7,15.0,12,4,10,1,7.0,28,25.0,21,12,4,8,30,45,29,2,Midfielder,
Przemysław Frankowski,POL,Lens,fr Ligue 1,28 years,24.4,60.0,39,25,26,9,31.0,74,41.9,43,30,7,23,25,85,36,0,Defender,
Nathan Fraser,IRL,Wolves,eng Premier League,18 years,2.1,5.0,2,2,1,2,1.0,3,33.3,2,2,1,1,1,6,2,0,Forward,
Davide Frattesi,ITA,Inter,it Serie A,23 years,10.6,10.0,6,3,7,0,4.0,8,50.0,4,9,3,6,5,15,19,0,Midfielder,
Morten Frendrup,DEN,Genoa,it Serie A,22 years,34.9,133.0,72,47,70,16,55.0,91,60.4,36,55,14,41,51,184,42,1,Midfielder,
Remo Freuler,SUI,Bologna,it Serie A,31 years,29.2,78.0,50,41,32,5,38.0,69,55.1,31,37,9,28,36,114,53,2,Midfielder,
Marco Friedl,AUT,Werder Bremen,de Bundesliga,25 years,24.4,53.0,32,38,15,0,36.0,48,75.0,12,45,29,16,35,88,129,0,Defender,
Marvin Friedrich,GER,Gladbach,de Bundesliga,27 years,17.4,23.0,15,16,6,1,12.0,20,60.0,8,28,20,8,17,40,87,0,Defender,
Jeremie Frimpong,NED,Leverkusen,de Bundesliga,22 years,25.0,26.0,17,12,7,7,8.0,20,40.0,12,26,0,26,7,33,17,0,Defender,
Jorge de Frutos,ESP,Rayo Vallecano,es La Liga,26 years,17.2,19.0,8,5,8,6,7.0,22,31.8,15,12,0,12,7,26,18,0,Forward,Midfielder
Chris Führich,GER,Stuttgart,de Bundesliga,25 years,28.5,30.0,19,6,14,10,16.0,37,43.2,21,31,0,31,7,37,7,0,Forward,Midfielder
Shiō Fukuda,JPN,Gladbach,de Bundesliga,19 years,0.4,2.0,0,1,1,0,1.0,2,50.0,1,0,0,0,1,3,0,0,Forward,Midfielder
Angelo Fulgini,FRA,Lens,fr Ligue 1,26 years,15.3,23.0,14,6,13,4,11.0,19,57.9,8,22,1,21,8,31,11,0,Midfielder,
Niclas Füllkrug,GER,Werder Bremen,de Bundesliga,30 years,2.0,1.0,1,0,1,0,1.0,1,100.0,0,2,1,1,0,1,1,0,Forward,
Niclas Füllkrug,GER,Dortmund,de Bundesliga,30 years,24.6,7.0,2,1,6,0,2.0,8,25.0,6,17,4,13,2,9,25,0,Forward,
Gerardo Fusco,ITA,Salernitana,it Serie A,18 years,0.2,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Forward,
Daniel Fuzato,BRA,Getafe,es La Liga,26 years,0.1,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,1,0,Goalkeeper,
Matteo Gabbia,ITA,Milan,it Serie A,23 years,14.2,29.0,20,15,13,1,18.0,24,75.0,6,11,6,5,10,39,48,0,Defender,
Matteo Gabbia,ITA,Villarreal,es La Liga,23 years,5.3,10.0,6,4,6,0,5.0,8,62.5,3,5,2,3,8,18,36,1,Defender,
Gianluca Gaetano,ITA,Cagliari,it Serie A,23 years,8.3,7.0,4,0,4,3,2.0,7,28.6,5,4,0,4,3,10,4,0,Forward,Midfielder
Gianluca Gaetano,ITA,Napoli,it Serie A,23 years,1.8,4.0,1,0,4,0,2.0,4,50.0,2,5,2,3,1,5,4,0,Midfielder,
Roberto Gagliardini,ITA,Monza,it Serie A,29 years,26.2,61.0,30,27,25,9,31.0,50,62.0,19,30,11,19,31,92,38,0,Midfielder,Defender
Cody Gakpo,NED,Liverpool,eng Premier League,24 years,18.3,27.0,17,8,14,5,8.0,25,32.0,17,21,4,17,14,41,7,0,Forward,Midfielder
Javi Galán,ESP,Atlético Madrid,es La Liga,28 years,1.0,5.0,4,2,2,1,4.0,5,80.0,1,1,0,1,1,6,3,0,Defender,
Javi Galán,ESP,Real Sociedad,es La Liga,28 years,11.9,38.0,22,15,19,4,15.0,30,50.0,15,24,1,23,14,52,17,1,Defender,
Iñigo Ruiz de Galarreta,ESP,Athletic Club,es La Liga,29 years,23.2,49.0,31,15,26,8,24.0,49,49.0,25,18,5,13,12,61,17,0,Midfielder,
Pablo Galdames Millán,CHI,Genoa,it Serie A,26 years,0.1,0.0,0,0,0,0,0.0,0,,0,1,0,1,0,0,0,0,Midfielder,Defender
Conor Gallagher,ENG,Chelsea,eng Premier League,23 years,34.8,85.0,52,37,31,17,33.0,77,42.9,44,50,11,39,43,128,34,0,Midfielder,
Antonino Gallo,ITA,Lecce,it Serie A,23 years,27.7,43.0,27,31,11,1,31.0,49,63.3,18,34,9,25,25,68,67,0,Defender,
Cristian Gamboa,CRC,Bochum,de Bundesliga,33 years,13.2,24.0,18,12,11,1,14.0,33,42.4,19,20,7,13,15,39,34,1,Defender,
Kévin Gameiro,FRA,Strasbourg,fr Ligue 1,36 years,15.0,10.0,10,5,3,2,2.0,17,11.8,15,9,0,9,3,13,7,0,Forward,Midfielder
Idrissa Gana Gueye,SEN,Everton,eng Premier League,33 years,20.9,73.0,44,32,27,14,29.0,46,63.0,17,24,7,17,28,101,16,0,Midfielder,
Ignatius Ganago,CMR,Nantes,fr Ligue 1,24 years,2.0,0.0,0,0,0,0,0.0,1,0.0,1,1,0,1,1,1,1,0,Forward,Midfielder
Aleix García,ESP,Girona,es La Liga,26 years,35.5,49.0,28,17,26,6,28.0,54,51.9,26,45,17,28,36,85,53,3,Midfielder,
Álvaro García,ESP,Rayo Vallecano,es La Liga,30 years,27.5,34.0,25,15,10,9,7.0,34,20.6,27,35,0,35,36,70,33,0,Forward,Midfielder
Dani García,ESP,Athletic Club,es La Liga,33 years,8.3,17.0,11,4,7,6,12.0,24,50.0,12,9,3,6,8,25,11,0,Midfielder,
David García,ESP,Osasuna,es La Liga,29 years,25.9,29.0,18,19,9,1,16.0,26,61.5,10,40,19,21,18,47,115,2,Defender,
Eric García,ESP,Barcelona,es La Liga,22 years,0.6,0.0,0,0,0,0,0.0,0,,0,1,1,0,0,0,0,0,Defender,
Eric García,ESP,Girona,es La Liga,22 years,29.3,55.0,37,34,18,3,34.0,49,69.4,15,36,18,18,30,85,79,2,Defender,
Fran Garcia,ESP,Real Madrid,es La Liga,23 years,15.5,25.0,17,11,12,2,13.0,31,41.9,18,16,3,13,19,44,28,1,Defender,
Gonzalo García,ESP,Real Madrid,es La Liga,19 years,0.2,0.0,0,0,0,0,0.0,1,0.0,1,1,1,0,0,0,1,0,Forward,Midfielder
Jastin García,ESP,Girona,es La Liga,19 years,0.4,1.0,0,0,0,1,0.0,0,,0,0,0,0,0,1,1,0,Forward,
Raúl García,ESP,Athletic Club,es La Liga,37 years,4.7,9.0,6,2,4,3,4.0,9,44.4,5,10,1,9,3,12,9,0,Forward,Midfielder
Rubén García,ESP,Osasuna,es La Liga,30 years,17.2,32.0,18,8,17,7,13.0,33,39.4,20,23,3,20,12,44,23,0,Forward,Midfielder
Santiago García,ESP,Getafe,es La Liga,21 years,0.3,1.0,0,0,0,1,1.0,1,100.0,0,0,0,0,0,1,0,0,Forward,
Ulisses Garcia,SUI,Marseille,fr Ligue 1,27 years,10.1,21.0,16,6,13,2,13.0,20,65.0,7,8,3,5,7,28,13,2,Defender,
Unai García,ESP,Osasuna,es La Liga,31 years,6.2,12.0,9,9,2,1,5.0,10,50.0,5,7,1,6,8,20,18,0,Defender,
Alejandro Garnacho,ARG,Manchester Utd,eng Premier League,19 years,28.5,22.0,15,7,6,9,12.0,45,26.7,33,26,2,24,18,40,18,0,Forward,
James Garner,ENG,Everton,eng Premier League,22 years,33.4,83.0,44,32,38,13,35.0,82,42.7,47,45,14,31,45,128,47,1,Midfielder,
Luca Garritano,ITA,Frosinone,it Serie A,29 years,5.4,10.0,5,7,2,1,5.0,15,33.3,10,13,0,13,4,14,8,1,Midfielder,Defender
Yarek Gasiorowski,ESP,Valencia,es La Liga,18 years,8.2,22.0,12,14,5,3,13.0,19,68.4,6,15,8,7,15,37,50,1,Defender,
Johan Gastien,FRA,Clermont Foot,fr Ligue 1,35 years,25.1,43.0,22,18,21,4,23.0,81,28.4,58,31,9,22,36,79,24,4,Midfielder,
Federico Gatti,ITA,Juventus,it Serie A,25 years,29.3,33.0,19,16,16,1,19.0,24,79.2,5,26,15,11,19,52,90,1,Defender,
Federico Gattoni,ARG,Sevilla,es La Liga,24 years,0.1,1.0,0,1,0,0,1.0,1,100.0,0,0,0,0,0,1,1,0,Defender,Forward
Gavi,ESP,Barcelona,es La Liga,18 years,10.5,39.0,21,20,14,5,18.0,36,50.0,18,19,3,16,8,47,16,1,Midfielder,Forward
Paulo Gazzaniga,ARG,Girona,es La Liga,31 years,38.0,2.0,2,2,0,0,2.0,4,50.0,2,0,0,0,0,2,12,1,Goalkeeper,
Yann Gboho,FRA,Toulouse,fr Ligue 1,22 years,13.3,14.0,4,6,6,2,8.0,23,34.8,15,21,1,20,4,18,2,0,Midfielder,Forward
Dennis Geiger,GER,Hoffenheim,de Bundesliga,25 years,0.7,1.0,0,1,0,0,0.0,0,,0,1,1,0,0,1,0,0,Midfielder,
Gelabert,ESP,Toulouse,fr Ligue 1,22 years,8.4,14.0,8,5,6,3,7.0,20,35.0,13,8,2,6,5,19,8,0,Midfielder,Forward
Francesco Gelli,ITA,Frosinone,it Serie A,26 years,17.3,19.0,13,8,4,7,10.0,24,41.7,14,19,3,16,11,30,27,1,Midfielder,Defender
Luca Gemello,ITA,Torino,it Serie A,23 years,2.0,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,1,1,Goalkeeper,
Valentin Gendrey,FRA,Lecce,it Serie A,23 years,33.8,55.0,33,35,16,4,30.0,46,65.2,16,40,11,29,35,90,99,0,Defender,
Denis Genreau,AUS,Toulouse,fr Ligue 1,24 years,5.2,12.0,9,6,6,0,8.0,15,53.3,7,8,1,7,6,18,8,0,Midfielder,Forward
Yannick Gerhardt,GER,Wolfsburg,de Bundesliga,29 years,18.1,31.0,20,16,12,3,9.0,32,28.1,23,15,2,13,7,38,35,0,Midfielder,Defender
Anwar El Ghazi,NED,Mainz 05,de Bundesliga,28 years,0.6,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,0,0,Midfielder,Defender
Farés Ghedjemis,FRA,Frosinone,it Serie A,20 years,2.0,2.0,0,1,0,1,0.0,2,0.0,2,2,0,2,1,3,2,0,Forward,Midfielder
Saman Ghoddos,IRN,Brentford,eng Premier League,29 years,8.2,28.0,19,19,7,2,17.0,31,54.8,14,9,2,7,5,33,12,0,Defender,
Lautaro Gianetti,ARG,Udinese,it Serie A,29 years,7.0,9.0,4,7,2,0,4.0,5,80.0,1,10,6,4,19,28,39,0,Defender,
Morgan Gibbs-White,ENG,Nottingham Forest,eng Premier League,23 years,35.1,36.0,24,6,20,10,14.0,33,42.4,19,31,8,23,17,53,21,0,Midfielder,Forward
Samuel Gigot,FRA,Marseille,fr Ligue 1,29 years,19.2,33.0,22,16,13,4,13.0,19,68.4,6,28,18,10,25,58,93,1,Defender,
Bryan Gil,ESP,Tottenham,eng Premier League,22 years,2.3,1.0,0,0,0,1,1.0,4,25.0,3,3,0,3,3,4,4,0,Forward,Midfielder
David Gil,ESP,Cádiz,es La Liga,29 years,4.1,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,3,0,Goalkeeper,
Mario Gila,ESP,Lazio,it Serie A,22 years,20.1,32.0,14,23,8,1,19.0,34,55.9,15,27,14,13,20,52,69,0,Defender,
Alfie Gilchrist,ENG,Chelsea,eng Premier League,19 years,2.3,4.0,0,4,0,0,2.0,5,40.0,3,6,3,3,3,7,11,0,Defender,
Ryan Giles,ENG,Luton Town,eng Premier League,23 years,5.6,8.0,6,4,3,1,2.0,7,28.6,5,2,0,2,4,12,22,0,Defender,Midfielder
Billy Gilmour,SCO,Brighton,eng Premier League,22 years,23.6,26.0,16,14,10,2,11.0,35,31.4,24,23,9,14,11,37,14,1,Midfielder,
Benedikt Gimber,GER,Heidenheim,de Bundesliga,26 years,22.5,40.0,24,25,14,1,19.0,35,54.3,16,27,17,10,16,56,101,1,Defender,
Gvidas Gineitis,LTU,Torino,it Serie A,19 years,6.0,11.0,7,3,8,0,4.0,7,57.1,3,10,4,6,4,15,9,1,Midfielder,
Matthias Ginter,GER,Freiburg,de Bundesliga,29 years,21.3,29.0,15,19,9,1,16.0,29,55.2,13,40,26,14,16,45,93,0,Defender,
Olivier Giroud,FRA,Milan,it Serie A,36 years,26.3,17.0,11,6,6,5,2.0,14,14.3,12,14,3,11,6,23,22,0,Forward,
Jamie Gittens,ENG,Dortmund,de Bundesliga,18 years,11.8,14.0,7,6,7,1,2.0,17,11.8,15,11,2,9,4,18,7,0,Forward,Midfielder
Klaus Gjasula,ALB,Darmstadt 98,de Bundesliga,33 years,15.1,44.0,22,18,25,1,17.0,30,56.7,13,26,14,12,19,63,42,2,Defender,Midfielder
Serge Gnabry,GER,Bayern Munich,de Bundesliga,28 years,4.8,8.0,5,0,5,3,2.0,13,15.4,11,5,0,5,3,11,2,0,Forward,Midfielder
Ben Godfrey,ENG,Everton,eng Premier League,25 years,12.4,30.0,20,17,8,5,15.0,28,53.6,13,14,8,6,16,46,57,0,Defender,
Edoardo Goldaniga,ITA,Cagliari,it Serie A,29 years,11.2,12.0,7,9,3,0,4.0,10,40.0,6,11,7,4,15,27,37,1,Defender,
Pierluigi Gollini,ITA,Napoli,it Serie A,28 years,7.0,1.0,1,1,0,0,1.0,1,100.0,0,0,0,0,1,2,2,0,Goalkeeper,
Aleksandr Golovin,RUS,Monaco,fr Ligue 1,27 years,23.9,42.0,30,14,22,6,15.0,42,35.7,27,37,3,34,21,63,14,0,Midfielder,Forward
