Player,Nation,Squad,Comp,Age,90s,SCA,SCA90,Types PassLive,Types PassDead,Types TO,Types Sh,Types Fld,Types Def,GCA,GCA90,Types PassLive,Types PassDead,Types TO,Types Sh,Types Fld,Types Def,Position 1,Position 2
Emil Forsberg,SWE,RB Leipzig,de Bundesliga,31 years,5.2,16,3.1,11.0,2.0,0.0,3.0,0.0,0.0,4,0.78,3.0,0.0,0.0,1.0,0.0,0.0,Midfielder,Forward
Omari Forson,ENG,Manchester Utd,eng Premier League,19 years,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Philipp Förster,GER,Bochum,de Bundesliga,28 years,4.3,19,4.45,8.0,7.0,0.0,2.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Héctor Fort,ESP,Barcelona,es La Liga,16 years,3.5,5,1.41,5.0,0.0,0.0,0.0,0.0,0.0,3,0.85,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Lyle Foster,RSA,Burnley,eng Premier League,22 years,21.1,41,1.95,35.0,0.0,2.0,3.0,1.0,0.0,4,0.19,4.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Dimitri Foulquier,FRA,Valencia,es La Liga,30 years,20.5,27,1.32,21.0,2.0,0.0,0.0,1.0,3.0,2,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Defender,Midfielder
Juan Foyth,ARG,Villarreal,es La Liga,25 years,11.8,12,1.02,9.0,1.0,1.0,1.0,0.0,0.0,1,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Matheus França,BRA,Crystal Palace,eng Premier League,19 years,2.6,8,3.1,4.0,3.0,0.0,0.0,1.0,0.0,2,0.78,1.0,0.0,0.0,0.0,1.0,0.0,Midfielder,Forward
Bartol Franjić,CRO,Darmstadt 98,de Bundesliga,23 years,13.7,17,1.24,14.0,1.0,0.0,0.0,0.0,2.0,2,0.15,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Przemysław Frankowski,POL,Lens,fr Ligue 1,28 years,24.4,76,3.12,63.0,8.0,2.0,2.0,0.0,1.0,4,0.16,3.0,0.0,0.0,1.0,0.0,0.0,Defender,
Nathan Fraser,IRL,Wolves,eng Premier League,18 years,2.1,6,2.92,5.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Davide Frattesi,ITA,Inter,it Serie A,23 years,10.6,26,2.45,21.0,0.0,0.0,3.0,2.0,0.0,6,0.57,4.0,0.0,0.0,1.0,1.0,0.0,Midfielder,
Morten Frendrup,DEN,Genoa,it Serie A,22 years,34.9,59,1.69,44.0,0.0,1.0,4.0,6.0,4.0,9,0.26,8.0,0.0,0.0,1.0,0.0,0.0,Midfielder,
Remo Freuler,SUI,Bologna,it Serie A,31 years,29.2,56,1.92,50.0,2.0,1.0,1.0,1.0,1.0,5,0.17,4.0,0.0,0.0,1.0,0.0,0.0,Midfielder,
Marco Friedl,AUT,Werder Bremen,de Bundesliga,25 years,24.4,4,0.16,4.0,0.0,0.0,0.0,0.0,0.0,1,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Marvin Friedrich,GER,Gladbach,de Bundesliga,27 years,17.4,14,0.81,11.0,0.0,1.0,2.0,0.0,0.0,1,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Jeremie Frimpong,NED,Leverkusen,de Bundesliga,22 years,25.0,84,3.36,59.0,0.0,15.0,5.0,5.0,0.0,9,0.36,6.0,0.0,2.0,0.0,1.0,0.0,Defender,
Jorge de Frutos,ESP,Rayo Vallecano,es La Liga,26 years,17.2,51,2.96,38.0,3.0,4.0,3.0,2.0,1.0,1,0.06,0.0,0.0,0.0,1.0,0.0,0.0,Forward,Midfielder
Chris Führich,GER,Stuttgart,de Bundesliga,25 years,28.5,137,4.8,93.0,17.0,15.0,9.0,2.0,1.0,17,0.6,14.0,1.0,2.0,0.0,0.0,0.0,Forward,Midfielder
Shiō Fukuda,JPN,Gladbach,de Bundesliga,19 years,0.4,2,4.86,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Angelo Fulgini,FRA,Lens,fr Ligue 1,26 years,15.3,69,4.51,40.0,20.0,1.0,4.0,4.0,0.0,4,0.26,2.0,2.0,0.0,0.0,0.0,0.0,Midfielder,
Niclas Füllkrug,GER,Werder Bremen,de Bundesliga,30 years,2.0,7,3.5,6.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Niclas Füllkrug,GER,Dortmund,de Bundesliga,30 years,24.6,57,2.32,50.0,0.0,0.0,4.0,3.0,0.0,11,0.45,10.0,0.0,0.0,1.0,0.0,0.0,Forward,
Gerardo Fusco,ITA,Salernitana,it Serie A,18 years,0.2,2,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Daniel Fuzato,BRA,Getafe,es La Liga,26 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Matteo Gabbia,ITA,Milan,it Serie A,23 years,14.2,8,0.56,4.0,1.0,0.0,2.0,0.0,1.0,1,0.07,0.0,0.0,0.0,1.0,0.0,0.0,Defender,
Matteo Gabbia,ITA,Villarreal,es La Liga,23 years,5.3,5,0.94,5.0,0.0,0.0,0.0,0.0,0.0,1,0.19,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Gianluca Gaetano,ITA,Cagliari,it Serie A,23 years,8.3,34,4.11,27.0,1.0,3.0,1.0,2.0,0.0,3,0.36,1.0,0.0,1.0,1.0,0.0,0.0,Forward,Midfielder
Gianluca Gaetano,ITA,Napoli,it Serie A,23 years,1.8,8,4.44,7.0,0.0,0.0,0.0,1.0,0.0,1,0.56,0.0,0.0,0.0,0.0,1.0,0.0,Midfielder,
Roberto Gagliardini,ITA,Monza,it Serie A,29 years,26.2,51,1.94,45.0,2.0,0.0,1.0,3.0,0.0,3,0.11,3.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Defender
Cody Gakpo,NED,Liverpool,eng Premier League,24 years,18.3,73,3.98,47.0,1.0,6.0,12.0,5.0,2.0,10,0.55,6.0,0.0,1.0,2.0,1.0,0.0,Forward,Midfielder
Javi Galán,ESP,Atlético Madrid,es La Liga,28 years,1.0,4,4.04,2.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Javi Galán,ESP,Real Sociedad,es La Liga,28 years,11.9,22,1.84,19.0,2.0,0.0,1.0,0.0,0.0,3,0.25,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Iñigo Ruiz de Galarreta,ESP,Athletic Club,es La Liga,29 years,23.2,56,2.41,42.0,12.0,0.0,0.0,2.0,0.0,9,0.39,9.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Pablo Galdames Millán,CHI,Genoa,it Serie A,26 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Defender
Conor Gallagher,ENG,Chelsea,eng Premier League,23 years,34.8,109,3.14,78.0,15.0,5.0,4.0,1.0,6.0,14,0.4,7.0,5.0,0.0,1.0,0.0,1.0,Midfielder,
Antonino Gallo,ITA,Lecce,it Serie A,23 years,27.7,72,2.6,55.0,10.0,4.0,1.0,1.0,1.0,4,0.14,4.0,0.0,0.0,0.0,0.0,0.0,Defender,
Cristian Gamboa,CRC,Bochum,de Bundesliga,33 years,13.2,20,1.52,15.0,3.0,0.0,2.0,0.0,0.0,2,0.15,1.0,1.0,0.0,0.0,0.0,0.0,Defender,
Kévin Gameiro,FRA,Strasbourg,fr Ligue 1,36 years,15.0,52,3.48,43.0,0.0,2.0,6.0,1.0,0.0,5,0.33,2.0,0.0,0.0,3.0,0.0,0.0,Forward,Midfielder
Idrissa Gana Gueye,SEN,Everton,eng Premier League,33 years,20.9,52,2.48,37.0,0.0,0.0,5.0,4.0,6.0,4,0.19,4.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Ignatius Ganago,CMR,Nantes,fr Ligue 1,24 years,2.0,5,2.45,4.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Aleix García,ESP,Girona,es La Liga,26 years,35.5,129,3.63,82.0,40.0,1.0,1.0,4.0,1.0,21,0.59,16.0,5.0,0.0,0.0,0.0,0.0,Midfielder,
Álvaro García,ESP,Rayo Vallecano,es La Liga,30 years,27.5,79,2.87,58.0,5.0,3.0,4.0,6.0,3.0,5,0.18,4.0,0.0,0.0,0.0,1.0,0.0,Forward,Midfielder
Dani García,ESP,Athletic Club,es La Liga,33 years,8.3,3,0.36,2.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
David García,ESP,Osasuna,es La Liga,29 years,25.9,18,0.69,16.0,0.0,0.0,1.0,0.0,1.0,3,0.12,2.0,0.0,0.0,1.0,0.0,0.0,Defender,
Eric García,ESP,Barcelona,es La Liga,22 years,0.6,1,1.58,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Eric García,ESP,Girona,es La Liga,22 years,29.3,42,1.43,39.0,0.0,0.0,2.0,1.0,0.0,6,0.2,6.0,0.0,0.0,0.0,0.0,0.0,Defender,
Fran Garcia,ESP,Real Madrid,es La Liga,23 years,15.5,34,2.19,32.0,0.0,2.0,0.0,0.0,0.0,4,0.26,4.0,0.0,0.0,0.0,0.0,0.0,Defender,
Gonzalo García,ESP,Real Madrid,es La Liga,19 years,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Jastin García,ESP,Girona,es La Liga,19 years,0.4,1,2.81,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Raúl García,ESP,Athletic Club,es La Liga,37 years,4.7,4,0.86,3.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Rubén García,ESP,Osasuna,es La Liga,30 years,17.2,65,3.79,36.0,14.0,7.0,2.0,6.0,0.0,5,0.29,4.0,0.0,0.0,0.0,1.0,0.0,Forward,Midfielder
Santiago García,ESP,Getafe,es La Liga,21 years,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Ulisses Garcia,SUI,Marseille,fr Ligue 1,27 years,10.1,18,1.79,12.0,3.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Unai García,ESP,Osasuna,es La Liga,31 years,6.2,2,0.32,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Alejandro Garnacho,ARG,Manchester Utd,eng Premier League,19 years,28.5,119,4.17,80.0,0.0,13.0,13.0,12.0,1.0,15,0.53,10.0,0.0,1.0,1.0,2.0,1.0,Forward,
James Garner,ENG,Everton,eng Premier League,22 years,33.4,98,2.94,58.0,22.0,3.0,6.0,4.0,5.0,8,0.24,3.0,1.0,0.0,1.0,1.0,2.0,Midfielder,
Luca Garritano,ITA,Frosinone,it Serie A,29 years,5.4,15,2.78,10.0,3.0,0.0,0.0,2.0,0.0,3,0.56,2.0,1.0,0.0,0.0,0.0,0.0,Midfielder,Defender
Yarek Gasiorowski,ESP,Valencia,es La Liga,18 years,8.2,5,0.61,2.0,2.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Johan Gastien,FRA,Clermont Foot,fr Ligue 1,35 years,25.1,63,2.51,47.0,11.0,0.0,1.0,2.0,2.0,4,0.16,4.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Federico Gatti,ITA,Juventus,it Serie A,25 years,29.3,29,0.99,23.0,0.0,2.0,2.0,1.0,1.0,2,0.07,1.0,0.0,0.0,1.0,0.0,0.0,Defender,
Federico Gattoni,ARG,Sevilla,es La Liga,24 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Forward
Gavi,ESP,Barcelona,es La Liga,18 years,10.5,27,2.57,24.0,0.0,2.0,0.0,0.0,1.0,3,0.29,3.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Paulo Gazzaniga,ARG,Girona,es La Liga,31 years,38.0,11,0.29,8.0,3.0,0.0,0.0,0.0,0.0,1,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Yann Gboho,FRA,Toulouse,fr Ligue 1,22 years,13.3,39,2.94,27.0,0.0,7.0,1.0,4.0,0.0,7,0.53,5.0,0.0,0.0,0.0,2.0,0.0,Midfielder,Forward
Dennis Geiger,GER,Hoffenheim,de Bundesliga,25 years,0.7,1,1.41,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Gelabert,ESP,Toulouse,fr Ligue 1,22 years,8.4,21,2.5,15.0,3.0,1.0,1.0,1.0,0.0,3,0.36,2.0,1.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Francesco Gelli,ITA,Frosinone,it Serie A,26 years,17.3,48,2.77,27.0,14.0,1.0,1.0,4.0,1.0,3,0.17,0.0,2.0,0.0,0.0,1.0,0.0,Midfielder,Defender
Luca Gemello,ITA,Torino,it Serie A,23 years,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Valentin Gendrey,FRA,Lecce,it Serie A,23 years,33.8,63,1.86,47.0,7.0,5.0,2.0,2.0,0.0,3,0.09,2.0,0.0,1.0,0.0,0.0,0.0,Defender,
Denis Genreau,AUS,Toulouse,fr Ligue 1,24 years,5.2,13,2.52,12.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Yannick Gerhardt,GER,Wolfsburg,de Bundesliga,29 years,18.1,35,1.93,32.0,0.0,0.0,1.0,2.0,0.0,1,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Defender
Anwar El Ghazi,NED,Mainz 05,de Bundesliga,28 years,0.6,4,6.67,2.0,0.0,2.0,0.0,0.0,0.0,1,1.67,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Defender
Farés Ghedjemis,FRA,Frosinone,it Serie A,20 years,2.0,4,1.98,3.0,0.0,1.0,0.0,0.0,0.0,1,0.49,0.0,0.0,1.0,0.0,0.0,0.0,Forward,Midfielder
Saman Ghoddos,IRN,Brentford,eng Premier League,29 years,8.2,20,2.44,10.0,5.0,1.0,0.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Lautaro Gianetti,ARG,Udinese,it Serie A,29 years,7.0,3,0.43,2.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Morgan Gibbs-White,ENG,Nottingham Forest,eng Premier League,23 years,35.1,149,4.25,86.0,38.0,9.0,7.0,8.0,1.0,18,0.51,14.0,3.0,0.0,1.0,0.0,0.0,Midfielder,Forward
Samuel Gigot,FRA,Marseille,fr Ligue 1,29 years,19.2,27,1.41,17.0,3.0,1.0,5.0,1.0,0.0,4,0.21,1.0,0.0,0.0,3.0,0.0,0.0,Defender,
Bryan Gil,ESP,Tottenham,eng Premier League,22 years,2.3,9,3.88,8.0,0.0,0.0,1.0,0.0,0.0,1,0.43,1.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
David Gil,ESP,Cádiz,es La Liga,29 years,4.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Mario Gila,ESP,Lazio,it Serie A,22 years,20.1,14,0.7,13.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Alfie Gilchrist,ENG,Chelsea,eng Premier League,19 years,2.3,3,1.31,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Ryan Giles,ENG,Luton Town,eng Premier League,23 years,5.6,12,2.15,8.0,3.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Midfielder
Billy Gilmour,SCO,Brighton,eng Premier League,22 years,23.6,69,2.93,59.0,5.0,0.0,2.0,3.0,0.0,6,0.25,5.0,0.0,0.0,1.0,0.0,0.0,Midfielder,
Benedikt Gimber,GER,Heidenheim,de Bundesliga,26 years,22.5,8,0.36,7.0,0.0,0.0,1.0,0.0,0.0,2,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Gvidas Gineitis,LTU,Torino,it Serie A,19 years,6.0,16,2.68,9.0,5.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Matthias Ginter,GER,Freiburg,de Bundesliga,29 years,21.3,28,1.32,23.0,1.0,0.0,1.0,2.0,1.0,4,0.19,3.0,0.0,0.0,0.0,0.0,1.0,Defender,
Olivier Giroud,FRA,Milan,it Serie A,36 years,26.3,51,1.94,41.0,0.0,0.0,9.0,0.0,1.0,13,0.5,9.0,0.0,0.0,4.0,0.0,0.0,Forward,
Jamie Gittens,ENG,Dortmund,de Bundesliga,18 years,11.8,46,3.92,31.0,0.0,10.0,1.0,4.0,0.0,9,0.77,6.0,0.0,1.0,0.0,2.0,0.0,Forward,Midfielder
Klaus Gjasula,ALB,Darmstadt 98,de Bundesliga,33 years,15.1,14,0.92,12.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Midfielder
Serge Gnabry,GER,Bayern Munich,de Bundesliga,28 years,4.8,19,3.96,12.0,0.0,1.0,5.0,1.0,0.0,2,0.42,1.0,0.0,0.0,0.0,1.0,0.0,Forward,Midfielder
Ben Godfrey,ENG,Everton,eng Premier League,25 years,12.4,17,1.37,9.0,1.0,0.0,5.0,0.0,2.0,3,0.24,1.0,0.0,0.0,1.0,0.0,1.0,Defender,
Edoardo Goldaniga,ITA,Cagliari,it Serie A,29 years,11.2,15,1.34,11.0,0.0,0.0,3.0,0.0,1.0,1,0.09,0.0,0.0,0.0,1.0,0.0,0.0,Defender,
Pierluigi Gollini,ITA,Napoli,it Serie A,28 years,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Aleksandr Golovin,RUS,Monaco,fr Ligue 1,27 years,23.9,102,4.28,62.0,29.0,3.0,3.0,3.0,2.0,7,0.29,6.0,0.0,0.0,1.0,0.0,0.0,Midfielder,Forward
André Gomes,POR,Everton,eng Premier League,30 years,5.6,18,3.18,13.0,0.0,1.0,2.0,1.0,1.0,1,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Angel Gomes,ENG,Lille,fr Ligue 1,22 years,28.6,107,3.75,73.0,12.0,4.0,7.0,9.0,2.0,12,0.42,8.0,3.0,0.0,1.0,0.0,0.0,Midfielder,
João Gomes,BRA,Wolves,eng Premier League,22 years,29.4,65,2.21,48.0,4.0,2.0,4.0,2.0,5.0,4,0.14,3.0,0.0,0.0,1.0,0.0,0.0,Midfielder,
Toti Gomes,POR,Wolves,eng Premier League,24 years,30.8,21,0.68,16.0,1.0,1.0,3.0,0.0,0.0,4,0.13,3.0,0.0,0.0,1.0,0.0,0.0,Defender,
Joe Gomez,ENG,Liverpool,eng Premier League,26 years,19.8,51,2.57,43.0,0.0,1.0,4.0,3.0,0.0,5,0.25,4.0,0.0,0.0,1.0,0.0,0.0,Defender,
Maxi Gómez,URU,Cádiz,es La Liga,26 years,12.9,21,1.63,13.0,0.0,0.0,3.0,4.0,1.0,1,0.08,0.0,0.0,0.0,1.0,0.0,0.0,Forward,
Moi Gómez,ESP,Osasuna,es La Liga,29 years,22.3,60,2.69,42.0,12.0,3.0,1.0,2.0,0.0,2,0.09,0.0,1.0,0.0,1.0,0.0,0.0,Midfielder,Forward
Papu Gómez,ARG,Monza,it Serie A,35 years,0.5,5,10.98,4.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Sergio Gómez,ESP,Manchester City,eng Premier League,22 years,0.6,2,3.33,1.0,0.0,1.0,0.0,0.0,0.0,2,3.33,1.0,0.0,1.0,0.0,0.0,0.0,Forward,Midfielder
Unai Gómez,ESP,Athletic Club,es La Liga,20 years,9.7,25,2.57,14.0,6.0,1.0,2.0,1.0,1.0,2,0.21,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Iron Gomis,FRA,Salernitana,it Serie A,23 years,1.5,7,4.7,6.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Maxime Gonalons,FRA,Clermont Foot,fr Ligue 1,34 years,14.4,19,1.32,18.0,0.0,0.0,0.0,0.0,1.0,2,0.14,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Édgar González,ESP,Almería,es La Liga,26 years,28.0,19,0.68,19.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,Midfielder
Enso Gonzalez,PAR,Wolves,eng Premier League,18 years,0.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Defender
Fabio González,ESP,Las Palmas,es La Liga,26 years,1.4,4,2.93,4.0,0.0,0.0,0.0,0.0,0.0,1,0.73,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Giovanni González,URU,Mallorca,es La Liga,28 years,27.4,51,1.86,38.0,4.0,2.0,4.0,1.0,2.0,3,0.11,2.0,0.0,0.0,1.0,0.0,0.0,Defender,
Hugo González,ESP,Valencia,es La Liga,20 years,1.0,5,5.11,2.0,2.0,0.0,0.0,1.0,0.0,1,1.02,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Iñaki González,ESP,Las Palmas,es La Liga,19 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Joan Gonzàlez,ESP,Lecce,it Serie A,21 years,14.3,55,3.83,41.0,1.0,3.0,4.0,4.0,2.0,5,0.35,3.0,0.0,0.0,0.0,1.0,1.0,Midfielder,
Nicolás González,ARG,Fiorentina,it Serie A,25 years,21.3,62,2.92,43.0,0.0,5.0,11.0,3.0,0.0,6,0.28,5.0,0.0,0.0,1.0,0.0,0.0,Forward,
Peter González,DOM,Valencia,es La Liga,21 years,7.2,14,1.94,8.0,2.0,2.0,1.0,1.0,0.0,1,0.14,0.0,0.0,0.0,0.0,1.0,0.0,Midfielder,Forward
Urko González,ESP,Real Sociedad,es La Liga,22 years,1.7,1,0.58,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Anthony Gordon,ENG,Newcastle Utd,eng Premier League,22 years,32.1,143,4.45,86.0,18.0,13.0,11.0,13.0,2.0,29,0.9,13.0,2.0,5.0,4.0,5.0,0.0,Forward,
Kaide Gordon,ENG,Liverpool,eng Premier League,18 years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Daniel Gore,ENG,Manchester Utd,eng Premier League,18 years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Leon Goretzka,GER,Bayern Munich,de Bundesliga,28 years,24.9,71,2.85,64.0,1.0,2.0,2.0,1.0,1.0,12,0.48,12.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Mathieu Gorgelin,FRA,Le Havre,fr Ligue 1,32 years,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Andoni Gorosabel,ESP,Alavés,es La Liga,26 years,31.7,59,1.86,46.0,5.0,1.0,1.0,4.0,2.0,2,0.06,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Robin Gosens,GER,Union Berlin,de Bundesliga,29 years,25.4,63,2.48,52.0,1.0,1.0,4.0,1.0,4.0,8,0.32,6.0,0.0,1.0,0.0,0.0,1.0,Defender,Midfielder
Mario Götze,GER,Eintracht Frankfurt,de Bundesliga,31 years,23.0,76,3.31,61.0,9.0,1.0,2.0,3.0,0.0,6,0.26,5.0,0.0,0.0,1.0,0.0,0.0,Midfielder,
Amine Gouiri,ALG,Rennes,fr Ligue 1,23 years,23.0,85,3.7,53.0,3.0,13.0,11.0,5.0,0.0,10,0.44,6.0,0.0,2.0,2.0,0.0,0.0,Forward,Midfielder
Jeffrey Gouweleeuw,NED,Augsburg,de Bundesliga,32 years,28.8,37,1.28,30.0,2.0,0.0,4.0,0.0,1.0,2,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Pablo Gozalbez,ESP,Valencia,es La Liga,22 years,1.1,1,0.87,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Jonathan Gradit,FRA,Lens,fr Ligue 1,30 years,23.5,31,1.32,27.0,1.0,0.0,2.0,1.0,0.0,2,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Jens Grahl,GER,Eintracht Frankfurt,de Bundesliga,34 years,2.0,1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Samuel Grandsir,FRA,Le Havre,fr Ligue 1,26 years,6.7,31,4.61,20.0,5.0,3.0,2.0,0.0,1.0,2,0.3,1.0,0.0,1.0,0.0,0.0,0.0,Midfielder,Forward
Alberto Grassi,ITA,Empoli,it Serie A,28 years,20.1,24,1.19,20.0,0.0,0.0,2.0,2.0,0.0,3,0.15,3.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Ryan Gravenberch,NED,Liverpool,eng Premier League,21 years,12.5,44,3.54,36.0,0.0,2.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Ryan Gravenberch,NED,Bayern Munich,de Bundesliga,21 years,0.1,3,27.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Adrian Grbić,AUT,Lorient,fr Ligue 1,26 years,0.3,1,2.9,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Ivo Grbić,CRO,Sheffield Utd,eng Premier League,27 years,8.6,2,0.23,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Jack Grealish,ENG,Manchester City,eng Premier League,27 years,11.2,54,4.82,46.0,0.0,1.0,2.0,5.0,0.0,4,0.36,4.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
